mode,prob_mean,prob_min,prob_max,ego_step_mean,ego_step_max,ego_endpoint_disp,adv_step_mean,adv_step_max,adv_endpoint_disp
no_collision,0.1520886104553938,0.07604887336492538,0.43179333209991455,1.3746680039912462,2.8844468258321285,65.95089161396027,0.7143315486609936,2.048599027097225,33.50902312994003
unguided,0.18841133546084166,0.07678790390491486,0.6608505249023438,1.3191894683986902,2.6628421302884817,63.061531126499176,0.720900914631784,1.950033351778984,34.00316169857979
collision,0.19321144931018353,0.07757047563791275,0.6233090758323669,1.2786654559895396,2.613323651254177,61.048730075359344,0.7397291930392385,1.9290433265268803,35.035513401031494
