sample_index,scene_id,mode,collision_probability,ego_step_mean,ego_step_max,ego_endpoint_disp,adv_step_mean,adv_step_max,adv_endpoint_disp
0,/mnt/e/Project/datasets/trajectories/case3_filtered_top10/data.hdf5:scene-0707_ego_0_ctrl_[3]_0,real,,0.8114668130874634,1.0667719841003418,40.828338623046875,1.275180697441101,1.516690969467163,63.51826095581055
0,/mnt/e/Project/datasets/trajectories/case3_filtered_top10/data.hdf5:scene-0707_ego_0_ctrl_[3]_0,preservation_v2_l010,0.22564128041267395,2.1171698570251465,2.952942371368408,103.19576263427734,1.8906210660934448,2.9554224014282227,93.05437469482422
1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5:scene-0989_ego_0_ctrl_[2]_0,real,,1.0419225692749023,1.0667259693145752,48.967071533203125,0.09547673165798187,0.5729171633720398,4.612658500671387
1,/mnt/e/Project/datasets/trajectories/case3_StrivePolicy_trajdata/data.hdf5:scene-0989_ego_0_ctrl_[2]_0,preservation_v2_l010,0.08324584364891052,1.087044596672058,1.6465908288955688,52.639915466308594,0.8637273907661438,1.6831319332122803,40.3615837097168
2,/mnt/e/Project/datasets/trajectories/case4_p9_StrivePolicy_trajdata/data.hdf5:scene-0911_ego_0_ctrl_[21]_0,real,,1.042110562324524,1.066778540611267,52.13009262084961,0.03536037355661392,0.0354403555393219,1.7680219411849976
2,/mnt/e/Project/datasets/trajectories/case4_p9_StrivePolicy_trajdata/data.hdf5:scene-0911_ego_0_ctrl_[21]_0,preservation_v2_l010,0.17346519231796265,1.936488151550293,2.3367533683776855,95.55292510986328,0.4045841693878174,0.8799703121185303,18.667407989501953
3,/mnt/e/Project/datasets/trajectories/case2_StrivePolicy_trajdata/data.hdf5:scene-0969_ego_0_ctrl_[7]_0,real,,0.0,0.0,0.0,0.388826847076416,0.7999183535575867,19.18685531616211
3,/mnt/e/Project/datasets/trajectories/case2_StrivePolicy_trajdata/data.hdf5:scene-0969_ego_0_ctrl_[7]_0,preservation_v2_l010,0.5990234613418579,0.635224461555481,3.607961893081665,26.380207061767578,0.5129401087760925,0.9224512577056885,22.942123413085938
4,/mnt/e/Project/datasets/trajectories/case5_StrivePolicy_trajdata/data-002.hdf5:scene-0805_ego_0_ctrl_[16]_0,real,,0.7977580428123474,1.0668450593948364,39.941307067871094,0.8334487676620483,0.833518385887146,41.67243194580078
4,/mnt/e/Project/datasets/trajectories/case5_StrivePolicy_trajdata/data-002.hdf5:scene-0805_ego_0_ctrl_[16]_0,preservation_v2_l010,0.14993180334568024,0.6274060606956482,0.837288498878479,30.743492126464844,0.4969038665294647,0.686870276927948,24.439741134643555
